file, tw
Benchmarks/FeatureModels/h8300h_sim.cnf, 25
Benchmarks/FeatureModels/fads.cnf, 26
Benchmarks/FeatureModels/sleb.cnf, 26
Benchmarks/Blasted_Real/blasted_squaring29.cnf, 56
Benchmarks/FeatureModels/h8s_sim.cnf, 25
Benchmarks/Blasted_Real/blasted_case209.cnf, 40
Benchmarks/FeatureModels/ceb_v850.cnf, 27
Benchmarks/Blasted_Real/blasted_case212.cnf, 40
Benchmarks/FeatureModels/stdeval1.cnf, 25
Benchmarks/FeatureModels/h8max.cnf, 26
Benchmarks/FeatureModels/jmr3904.cnf, 27
Benchmarks/FeatureModels/edosk2674.cnf, 26
Benchmarks/FeatureModels/atlas_mips64_5kc.cnf, 26
Benchmarks/FeatureModels/mpc50.cnf, 25
Benchmarks/FeatureModels/cma28x.cnf, 25
Benchmarks/FeatureModels/aki3068net.cnf, 26
Benchmarks/FeatureModels/cma230.cnf, 27
Benchmarks/FeatureModels/aeb.cnf, 25
Benchmarks/FeatureModels/atlas_mips32_4kc.cnf, 26
Benchmarks/FMEasy/ecos-icse11.cnf, 27
Benchmarks/FeatureModels/gps4020.cnf, 26
Benchmarks/Blasted_Real/blasted_TR_device_1_linear.cnf, 51
Benchmarks/FeatureModels/vrc4373.cnf, 26
Benchmarks/FeatureModels/malta_mips64_5kc.cnf, 26
Benchmarks/FeatureModels/asb.cnf, 25
Benchmarks/FeatureModels/skmb91302.cnf, 25
Benchmarks/FeatureModels/sa1100mm.cnf, 26
Benchmarks/FeatureModels/csb281.cnf, 26
Benchmarks/FeatureModels/eb40.cnf, 26
Benchmarks/FeatureModels/ts6.cnf, 27
Benchmarks/FeatureModels/grg.cnf, 26
Benchmarks/FeatureModels/jtst.cnf, 25
Benchmarks/FeatureModels/asb2305.cnf, 25
Benchmarks/FeatureModels/edb7xxx.cnf, 26
Benchmarks/FeatureModels/ref4955.cnf, 26
Benchmarks/FeatureModels/snds.cnf, 27
Benchmarks/FeatureModels/brutus.cnf, 27
Benchmarks/FeatureModels/pid.cnf, 27
Benchmarks/FeatureModels/mb93093.cnf, 26
Benchmarks/FeatureModels/linux.cnf, 27
Benchmarks/FeatureModels/malta_mips32_4kc.cnf, 26
Benchmarks/FeatureModels/eb42.cnf, 25
Benchmarks/FeatureModels/mace1.cnf, 27
Benchmarks/FeatureModels/frv400.cnf, 25
Benchmarks/FeatureModels/vads.cnf, 27
Benchmarks/FeatureModels/eb40a.cnf, 25
Benchmarks/FeatureModels/ebsa285.cnf, 26
Benchmarks/FeatureModels/ixdp425.cnf, 26
Benchmarks/FeatureModels/prpmc1100.cnf, 25
Benchmarks/FeatureModels/mac7100evb.cnf, 27
Benchmarks/FeatureModels/sh4_202_md.cnf, 27
Benchmarks/FeatureModels/picasso.cnf, 26
Benchmarks/FeatureModels/aim711.cnf, 27
Benchmarks/FeatureModels/lpcmt.cnf, 25
Benchmarks/FeatureModels/dreamcast.cnf, 27
Benchmarks/FeatureModels/iq80321.cnf, 26
Benchmarks/FeatureModels/pc_rltk8139.cnf, 26
Benchmarks/FeatureModels/iq80310.cnf, 26
Benchmarks/FeatureModels/pc_i82559.cnf, 26
Benchmarks/FeatureModels/XSEngine.cnf, 26
Benchmarks/FeatureModels/pati.cnf, 26
Benchmarks/FeatureModels/p2106.cnf, 25
Benchmarks/FeatureModels/uE250.cnf, 26
Benchmarks/FeatureModels/refidt334.cnf, 26
Benchmarks/FeatureModels/assabet.cnf, 27
Benchmarks/FeatureModels/pc_vmWare.cnf, 27
Benchmarks/FeatureModels/mcb2100.cnf, 25
Benchmarks/FeatureModels/npwr.cnf, 26
Benchmarks/FeatureModels/pc_i82544.cnf, 26
Benchmarks/FeatureModels/flexanet.cnf, 26
Benchmarks/FeatureModels/nano.cnf, 26
Benchmarks/Blasted_Real/blasted_TR_b14_1_linear.cnf, 36
Benchmarks/FeatureModels/olpch2294.cnf, 25
Benchmarks/FeatureModels/stb.cnf, 25
Benchmarks/FeatureModels/ipaq.cnf, 26
Benchmarks/FeatureModels/integrator_arm7.cnf, 26
Benchmarks/FeatureModels/mb93091.cnf, 26
Benchmarks/FeatureModels/vrc4375.cnf, 26
Benchmarks/Blasted_Real/blasted_case_1_b14_even.cnf, 32
Benchmarks/Blasted_Real/blasted_case_2_b14_even.cnf, 32
Benchmarks/FeatureModels/cme555.cnf, 26
Benchmarks/FeatureModels/phycore.cnf, 26
Benchmarks/FeatureModels/adder.cnf, 28
Benchmarks/FeatureModels/ocelot.cnf, 26
Benchmarks/FeatureModels/olpce2294.cnf, 26
Benchmarks/FeatureModels/adderII.cnf, 28
Benchmarks/FeatureModels/moab.cnf, 28
Benchmarks/FeatureModels/stm3210e_eval.cnf, 26
Benchmarks/FeatureModels/ec555.cnf, 26
Benchmarks/FeatureModels/eb55.cnf, 27
Benchmarks/FeatureModels/cerf.cnf, 26
Benchmarks/FeatureModels/pc_usb_d12.cnf, 27
Benchmarks/FeatureModels/cq7750.cnf, 25
Benchmarks/FeatureModels/e7t.cnf, 26
Benchmarks/FeatureModels/olpcl2294.cnf, 26
Benchmarks/Blasted_Real/blasted_case3_b14_even3.cnf, 32
Benchmarks/FeatureModels/ts1000.cnf, 27
Benchmarks/FeatureModels/cerfpda.cnf, 28
Benchmarks/FeatureModels/se7751.cnf, 26
Benchmarks/Blasted_Real/blasted_case1_b14_even3.cnf, 34
Benchmarks/FeatureModels/mbx.cnf, 28
Benchmarks/FeatureModels/at91sam7xek.cnf, 27
Benchmarks/FeatureModels/at91sam7sek.cnf, 26
Benchmarks/FeatureModels/viper.cnf, 28
Benchmarks/FeatureModels/rattler.cnf, 28
Benchmarks/FeatureModels/m5272c3.cnf, 27
Benchmarks/UserServiceImpl.sk_8_32.cnf, 29
Benchmarks/IssueServiceImpl.sk_8_30.cnf, 40
Benchmarks/27.sk_3_32.cnf, 15
Benchmarks/FeatureModels/sam7ex256.cnf, 27
Benchmarks/10.sk_1_46.cnf, 15
Benchmarks/FeatureModels/ea2468.cnf, 28
Benchmarks/FeatureModels/phycore229x.cnf, 26
Benchmarks/Blasted_Real/blasted_case_0_ptb_1.cnf, 48
Benchmarks/Blasted_Real/blasted_case_1_4_b14_even.cnf, 38
Benchmarks/FMEasy/fiasco.cnf, 32
Benchmarks/ActivityService.sk_11_27.cnf, 43
Benchmarks/FMEasy/uClinux.cnf, 1
Benchmarks/PhaseService.sk_14_27.cnf, 48
Benchmarks/Blasted_Real/blasted_squaring14.cnf, 41
Benchmarks/Blasted_Real/blasted_squaring12.cnf, 42
Benchmarks/Blasted_Real/blasted_squaring9.cnf, 42
Benchmarks/Blasted_Real/blasted_squaring7.cnf, 43
Benchmarks/Blasted_Real/blasted_case49.cnf, 45
Benchmarks/Blasted_Real/blasted_squaring16.cnf, 60
Benchmarks/Blasted_Real/blasted_TR_b14_2_linear.cnf, 44
Benchmarks/Blasted_Real/blasted_case_3_4_b14_even.cnf, 38
Benchmarks/FeatureModels/excalibur_arm9.cnf, 25
Benchmarks/FeatureModels/cq7708.cnf, 27
Benchmarks/FeatureModels/sh7708.cnf, 26
Benchmarks/FeatureModels/innovator.cnf, 26
Benchmarks/FeatureModels/aaed2000.cnf, 26
Benchmarks/FeatureModels/hs7729pci.cnf, 26
Benchmarks/FeatureModels/se77x9.cnf, 26
Benchmarks/FeatureModels/smdk2410.cnf, 26
Benchmarks/FeatureModels/integrator_arm9.cnf, 26
Benchmarks/FMEasy/freebsd-icse11.cnf, 24
Benchmarks/IterationService.sk_12_27.cnf, 55
Benchmarks/Blasted_Real/blasted_TR_b12_1_linear.cnf, 62
Benchmarks/111.sk_2_36.cnf, 33
Benchmarks/53.sk_4_32.cnf, 31
Benchmarks/ActivityService2.sk_10_27.cnf, 55
Benchmarks/ConcreteActivityService.sk_13_28.cnf, 71
Benchmarks/55.sk_3_46.cnf, 30
Benchmarks/Blasted_Real/blasted_TR_b14_3_linear.cnf, 58
Benchmarks/Blasted_Real/blasted_TR_b12_2_linear.cnf, 72
Benchmarks/Blasted_Real/blasted_TR_ptb_1_linear.cnf, 58
Benchmarks/Blasted_Real/blasted_TR_device_1_even_linear.cnf, 50
Benchmarks/109.sk_4_36.cnf, 38
Benchmarks/ProjectService3.sk_12_55.cnf, 62
Benchmarks/V7/s5378a_7_4.cnf, 49
Benchmarks/Blasted_Real/blasted_case_2_b12_even2.cnf, 50
Benchmarks/V3/s5378a_3_2.cnf, 49
Benchmarks/51.sk_4_38.cnf, 41
Benchmarks/Blasted_Real/blasted_case142.cnf, 55
Benchmarks/V15/s5378a_15_7.cnf, 50
Benchmarks/NotificationServiceImpl2.sk_10_36.cnf, 62
Benchmarks/Blasted_Real/blasted_case_1_b12_even1.cnf, 51
Benchmarks/Blasted_Real/blasted_case_1_b12_even2.cnf, 50
Benchmarks/32.sk_4_38.cnf, 17
Benchmarks/Blasted_Real/blasted_case_0_b12_even2.cnf, 50
Benchmarks/Blasted_Real/blasted_case_0_b12_even1.cnf, 51
Benchmarks/35.sk_3_52.cnf, 11
Benchmarks/Blasted_Real/blasted_case_2_ptb_2.cnf, 66
Benchmarks/Blasted_Real/blasted_case_2_b12_even1.cnf, 51
Benchmarks/Blasted_Real/blasted_case_1_ptb_2.cnf, 67
Benchmarks/56.sk_6_38.cnf, 31
Benchmarks/ProcessBean.sk_8_64.cnf, 74
Benchmarks/Blasted_Real/blasted_case_0_ptb_2.cnf, 73
Benchmarks/V3/s9234a_3_2.cnf, 75
Benchmarks/V7/s9234a_7_4.cnf, 75
Benchmarks/70.sk_3_40.cnf, 66
Benchmarks/V15/s9234a_15_7.cnf, 75
Benchmarks/79.sk_4_40.cnf, 19
Benchmarks/80.sk_2_48.cnf, 76
Benchmarks/Blasted_Real/blasted_case104.cnf, 63
Benchmarks/71.sk_3_65.cnf, 70
Benchmarks/Blasted_Real/blasted_squaring41.cnf, 51
Benchmarks/Blasted_Real/blasted_case_2_b12_even3.cnf, 59
Benchmarks/Blasted_Real/blasted_squaring40.cnf, 51
Benchmarks/Blasted_Real/blasted_case141.cnf, 61
Benchmarks/Blasted_Real/blasted_case_1_b12_even3.cnf, 59
Benchmarks/Blasted_Real/blasted_squaring42.cnf, 51
Benchmarks/Blasted_Real/blasted_case_0_b12_even3.cnf, 59
Benchmarks/V7/s13207a_7_4.cnf, 66
Benchmarks/57.sk_4_64.cnf, 77
Benchmarks/Blasted_Real/blasted_TR_ptb_2_linear.cnf, 80
Benchmarks/V3/s13207a_3_2.cnf, 66
Benchmarks/Blasted_Real/blasted_squaring60.cnf, 96
Benchmarks/V15/s13207a_15_7.cnf, 67
Benchmarks/FMEasy/busybox-1.18.0.cnf, 21
Benchmarks/V7/s15850a_7_4.cnf, 81
Benchmarks/V3/s15850a_3_2.cnf, 82
Benchmarks/7.sk_4_50.cnf, 70
Benchmarks/Blasted_Real/blasted_TR_b14_even_linear.cnf, 168
Benchmarks/Blasted_Real/blasted_TR_b12_even2_linear.cnf, 105
Benchmarks/Blasted_Real/blasted_TR_b12_even7_linear.cnf, 105
Benchmarks/Blasted_Real/blasted_TR_b14_even3_linear.cnf, 168
Benchmarks/V15/s15850a_15_7.cnf, 81
Benchmarks/doublyLinkedList.sk_8_37.cnf, 181
Benchmarks/19.sk_3_48.cnf, 125
Benchmarks/36.sk_3_77.cnf, 64
Benchmarks/63.sk_3_64.cnf, 75
Benchmarks/Blasted_Real/blasted_TR_b12_even3_linear.cnf, 105
Benchmarks/Blasted_Real/blasted_TR_b14_even2_linear.cnf, 174
Benchmarks/107.sk_3_90.cnf, 13
Benchmarks/LoginService.sk_20_34.cnf, 101
Benchmarks/17.sk_3_45.cnf, 110
Benchmarks/29.sk_3_45.cnf, 116
Benchmarks/77.sk_3_44.cnf, 86
Benchmarks/isolateRightmost.sk_7_481.cnf, 106
Benchmarks/84.sk_4_77.cnf, 8
Benchmarks/LoginService2.sk_23_36.cnf, 105
Benchmarks/81.sk_5_51.cnf, 92
Benchmarks/V7/s38584_7_4.cnf, 98
Benchmarks/Pollard.sk_1_10.cnf, 158
Benchmarks/V3/s38584_3_2.cnf, 94
Benchmarks/20.sk_1_51.cnf, 223
Benchmarks/V15/s38584_15_7.cnf, 95
Benchmarks/V15/s35932_15_7.cnf, 64
Benchmarks/sort.sk_8_52.cnf, 127
Benchmarks/V7/s35932_7_4.cnf, 64
Benchmarks/parity.sk_11_11.cnf, 291
Benchmarks/V3/s35932_3_2.cnf, 64
Benchmarks/V15/s38417_15_7.cnf, 41
Benchmarks/V7/s38417_7_4.cnf, 40
Benchmarks/enqueueSeqSK.sk_10_42.cnf, 275
Benchmarks/V3/s38417_3_2.cnf, 41
Benchmarks/karatsuba.sk_7_41.cnf, 144
Benchmarks/54.sk_12_97.cnf, 154
Benchmarks/110.sk_3_88.cnf, 171
Benchmarks/logcount.sk_16_86.cnf, 318
Benchmarks/signedAvg.sk_8_1020.cnf, 180
Benchmarks/tutorial2.sk_3_4.cnf, 251
Benchmarks/30.sk_5_76.cnf, 196
Benchmarks/FMEasy/buildroot.cnf, 166
Benchmarks/FMEasy/coreboot.cnf, 402
Benchmarks/xpose.sk_6_134.cnf, 769
Benchmarks/compress.sk_17_291.cnf, 707
Benchmarks/SetTest.sk_9_21.cnf, 278
Benchmarks/listReverse.sk_11_43.cnf, 465
Benchmarks/FMEasy/uClinux-config.cnf, 22
Benchmarks/jburnim_morton.sk_13_530.cnf, 1446
Benchmarks/lss.sk_6_7.cnf, 156
Benchmarks/ConcreteRoleAffectationService.sk_119_273.cnf, 627
Benchmarks/FMEasy/2.6.32-2var.cnf, 471
Benchmarks/FMEasy/2.6.33.3-2var.cnf, 463
Benchmarks/partition.sk_22_155.cnf, 695
Benchmarks/reverse.sk_11_258.cnf, 1529
Benchmarks/log2.sk_72_391.cnf, 1769
Benchmarks/FMEasy/freetz.cnf, 85
Benchmarks/FMEasy/embtoolkit.cnf, 34
Benchmarks/FMEasy/2.6.28.6-icse11.cnf, 179
Benchmarks/tutorial3.sk_4_31.cnf, 1484
Benchmarks/diagStencil.sk_35_36.cnf, 9552
Benchmarks/diagStencilClean.sk_41_36.cnf, 9406
